Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,48,50,1469,60,20,80,80,60,51,60,20,60,100,2259,5543,4,0,17,60,1,2,13,2,40,0,0,0,0
40,31,0,1188,30,20,40,80,40,45,60,40,60,100,6932,24406,1,0,13,60,4,1,9,2,40,9,8,0,0
40,36,50,188,60,7,80,40,60,65,60,20,80,0,4678,23293,2,0,18,60,3,0,8,6,60,6,2,0,1
40,38,50,1333,60,1,60,80,40,80,60,60,20,100,13582,16292,1,0,13,60,2,1,15,3,60,15,12,5,11
40,32,0,1184,60,1,60,60,40,70,40,20,40,100,2332,3974,6,0,20,80,3,0,5,3,60,3,0,0,2
60,25,50,867,30,19,40,60,60,36,40,20,40,100,2413,18798,1,10,18,60,3,3,1,2,60,1,0,0,0
40,40,50,658,30,10,80,20,60,67,40,60,40,50,9705,20652,2,0,12,60,2,1,11,2,40,1,0,0,0
40,26,100,1283,30,1,60,60,60,52,40,40,20,0,4294,11148,1,0,12,60,2,0,7,2,60,7,7,0,7
40,41,50,263,60,6,60,80,60,59,60,20,20,0,4721,3119,2,10,13,60,3,0,20,3,60,18,13,2,17
40,36,50,938,60,2,80,60,60,79,60,20,60,0,2519,12287,4,0,21,80,3,0,16,6,60,11,8,3,9
60,19,50,419,30,21,60,80,60,37,40,20,40,0,2121,9947,1,10,13,60,2,0,1,3,80,1,0,0,0
60,20,50,129,60,4,60,20,60,84,60,20,20,0,2973,13008,1,0,19,60,2,0,1,2,60,1,0,0,0
40,31,50,616,60,12,60,80,40,41,60,40,80,100,5855,17369,0,10,11,60,3,2,10,2,20,9,7,8,5
40,40,100,1469,60,9,80,80,60,35,60,20,40,50,3617,25063,8,10,14,60,4,1,3,2,60,1,1,0,0
40,32,50,498,60,3,80,60,40,93,60,40,20,100,6725,13554,1,0,12,60,3,1,8,2,80,8,7,6,3
60,36,50,530,30,3,20,60,60,51,40,60,80,100,10325,5518,1,10,11,60,1,1,16,6,60,16,7,3,7
40,33,50,1069,60,1,60,40,40,42,40,40,80,0,6949,12291,0,0,14,60,1,0,6,3,60,5,0,1,4
60,37,50,625,30,1,80,20,60,46,40,60,60,100,10609,14922,5,0,11,60,3,0,17,2,20,14,1,11,7
40,45,0,805,60,4,40,60,60,57,60,40,40,100,4447,23163,1,0,12,60,2,0,9,5,40,9,7,0,8
40,29,100,1404,30,20,60,60,40,84,60,20,80,100,2157,18203,1,0,15,60,2,1,3,5,60,3,1,0,2
40,35,50,1219,30,18,60,60,40,86,60,40,60,100,4601,6179,1,0,16,60,2,0,5,3,60,5,2,1,0
40,52,50,1053,60,1,40,80,60,70,60,80,80,100,17099,13829,2,0,15,60,2,1,26,2,40,9,8,7,8
60,58,50,289,60,2,60,80,60,51,60,20,60,0,2479,26227,4,0,24,80,1,0,7,4,60,1,0,0,0
40,53,50,1376,30,2,40,60,60,45,60,80,60,50,14852,13938,6,0,13,60,3,1,22,3,80,17,13,15,2
40,30,50,231,30,8,40,60,60,62,60,60,60,50,7264,9977,5,0,11,60,1,1,10,2,80,8,4,7,7
40,38,0,152,30,10,60,60,40,85,60,40,80,0,5666,19899,1,10,13,60,2,0,6,1,60,5,3,1,3
40,35,50,882,30,3,80,80,60,92,60,60,80,50,7823,6812,6,0,13,60,2,1,12,2,60,10,9,0,8
40,39,50,903,30,2,100,20,60,41,80,60,60,0,7880,2560,0,0,18,60,4,0,9,3,60,8,7,0,7
60,40,0,1479,30,24,60,40,40,100,80,80,40,0,13194,17071,4,10,16,60,4,0,22,2,40,1,0,0,0
40,47,100,1379,60,16,80,60,60,64,80,40,60,50,5067,6759,1,10,19,60,3,0,20,3,80,19,10,2,7
40,36,0,1229,30,8,80,20,60,84,60,40,80,50,5079,25952,4,0,13,60,4,2,12,3,60,7,7,0,7
60,31,0,335,60,9,40,60,60,46,40,20,20,0,2321,10322,0,10,22,80,1,0,4,0,60,3,2,1,2
40,33,0,722,30,17,60,80,60,38,60,80,60,0,17444,20489,1,0,11,60,4,0,10,2,60,10,8,6,0
60,29,50,906,60,10,60,80,40,92,40,20,20,0,2404,11479,6,10,20,80,3,0,3,5,60,0,0,0,0
40,33,50,461,60,13,20,40,40,53,60,20,80,0,3452,17241,3,0,18,60,1,0,5,4,60,3,2,0,2
40,45,50,974,60,1,80,80,40,91,60,20,80,50,2270,11005,3,0,14,60,4,2,8,2,60,5,3,0,2
40,50,50,1126,60,1,40,80,60,66,60,80,80,50,17399,6615,9,0,22,80,3,1,32,1,40,5,4,1,3
40,33,100,827,60,1,80,60,40,84,80,40,40,100,5488,20161,1,10,13,60,1,1,6,2,60,6,5,1,2
40,41,100,840,60,9,60,20,60,64,60,100,60,50,19419,3735,2,0,17,60,2,1,21,2,80,18,16,0,11
40,27,50,1134,60,16,80,60,40,37,60,20,40,100,2811,12086,9,0,14,60,2,1,4,2,60,2,2,2,2
40,45,0,248,60,23,40,80,60,42,60,40,20,100,3633,14039,1,10,15,60,3,1,9,2,60,9,8,0,8
40,47,50,955,30,4,40,80,40,83,60,40,80,0,4163,8571,1,10,17,60,3,0,9,0,60,9,0,0,7
60,30,50,138,60,22,60,20,40,48,60,20,60,100,2132,11539,4,10,11,60,2,0,7,2,60,5,2,0,1
40,50,50,939,60,24,60,80,60,95,60,80,60,100,13973,4161,3,10,18,60,4,1,22,2,60,12,11,1,5
40,38,100,1391,60,10,20,60,60,66,60,20,60,100,2684,12127,0,0,17,60,2,1,3,0,40,2,1,0,2
40,46,50,566,60,7,40,80,60,75,60,60,60,50,10845,24208,6,0,13,60,2,1,13,3,60,8,7,0,7
40,24,50,1206,60,17,20,80,40,41,40,40,60,50,4377,24117,1,0,15,60,2,2,5,6,60,4,2,3,2
60,35,50,622,60,14,80,60,60,39,40,20,40,50,3743,10074,1,10,24,80,4,1,5,2,20,4,2,0,2
40,31,100,853,60,1,20,60,40,96,60,40,20,100,4148,11275,1,0,12,60,3,1,4,1,60,4,3,0,3
40,18,0,287,60,5,40,40,60,73,60,20,80,0,1051,13493,1,0,15,60,4,0,0,2,60,0,0,0,0
40,54,50,1441,60,17,60,60,40,56,60,60,60,100,10739,13943,8,0,11,60,3,1,22,2,60,10,7,0,8
40,35,50,583,60,25,80,60,40,57,60,60,60,50,10388,6975,1,10,11,60,3,1,16,3,40,16,10,10,1
40,30,50,153,60,8,40,40,40,73,80,60,20,100,11416,17802,0,10,12,60,3,3,9,4,40,8,7,1,7
60,20,50,1097,60,11,60,80,40,98,40,20,20,0,2600,18275,1,10,15,60,1,0,1,2,60,1,0,0,0
60,30,100,109,60,5,60,40,40,60,60,20,40,0,2422,25725,0,0,17,60,1,0,4,3,60,3,2,1,2
40,26,50,1066,60,2,40,80,60,32,80,40,80,100,5472,3334,1,0,12,60,2,0,8,2,60,8,7,1,3
40,22,50,217,60,8,20,40,60,94,20,20,20,100,2451,6881,1,0,15,60,1,1,4,3,40,4,3,1,1
40,48,50,277,60,6,60,20,60,97,40,40,60,0,4240,13119,2,0,13,60,4,0,19,0,60,2,2,2,2
40,48,50,1355,60,4,80,60,60,78,40,60,60,0,10999,22245,7,0,14,60,2,0,27,3,60,15,11,4,8
40,41,50,549,60,7,40,80,40,42,60,40,60,0,5003,23371,6,0,14,60,2,0,8,6,60,2,2,2,1
40,39,50,466,60,1,20,80,40,65,40,80,80,100,12742,7060,1,0,16,60,3,1,21,3,60,21,6,11,8
40,27,50,1055,60,2,80,20,40,47,60,40,80,100,4227,4658,0,0,18,60,2,1,4,2,60,3,2,2,2
40,35,50,802,60,10,60,40,60,45,60,20,80,50,3917,9541,1,0,20,80,1,1,3,4,40,3,2,1,2
40,42,50,265,30,5,40,80,60,90,60,100,60,100,18303,7770,6,0,13,60,2,0,21,3,80,1,0,0,0
40,50,50,804,60,9,60,20,60,64,60,20,80,100,2380,20165,4,0,18,60,2,0,8,5,60,1,0,0,0
40,59,50,715,60,2,60,60,40,69,40,80,80,0,13726,21829,3,10,13,60,1,0,30,4,60,5,3,4,3
60,37,50,1141,60,11,40,20,40,61,20,40,40,100,4777,14382,5,0,15,60,1,0,15,2,20,1,0,0,0
40,55,100,135,60,18,80,60,60,62,60,40,40,100,6385,12992,3,10,14,60,4,2,17,3,60,8,7,6,7
40,41,0,247,60,7,20,40,40,55,20,100,60,50,19973,20284,1,0,22,80,2,2,21,3,60,21,16,5,10
40,38,50,1035,30,3,80,40,60,42,60,40,80,0,6861,4981,8,10,12,60,3,0,19,1,60,1,0,0,0
60,26,0,265,30,29,40,40,60,79,20,40,20,0,4969,21813,8,0,18,60,4,0,7,6,60,2,2,2,2
60,52,50,266,30,2,20,20,40,57,20,100,80,100,19845,25846,1,0,15,60,4,1,33,3,60,32,14,6,9
40,44,50,1448,30,28,60,80,40,53,80,80,80,100,13320,11737,3,10,18,60,3,1,23,2,60,12,11,11,11
40,50,0,145,30,1,60,80,40,95,60,40,60,100,6347,24920,0,0,12,60,1,1,19,3,60,18,7,0,13
60,36,50,885,60,16,80,60,40,43,80,20,20,0,2743,8269,1,0,16,60,3,0,18,1,60,17,13,15,14
40,39,100,945,60,22,60,80,40,82,60,60,20,0,10880,5083,1,10,13,60,3,0,21,2,60,21,6,2,8
40,33,0,1038,30,8,20,40,40,88,40,20,80,0,2342,21437,0,0,19,60,4,0,3,2,40,2,2,2,2
40,45,50,1234,30,11,40,80,40,90,60,80,80,100,17650,5404,3,0,13,60,2,1,26,4,80,9,3,1,1
40,32,0,1109,60,29,80,80,40,69,60,20,60,0,4025,11135,9,0,12,60,2,0,10,2,60,8,7,7,7
40,34,50,216,30,1,80,40,60,75,80,40,80,50,9725,12278,0,0,11,60,4,1,16,2,40,15,1,0,9
40,59,50,1089,30,1,40,40,60,66,60,60,80,100,11904,11038,3,10,14,60,3,1,14,1,20,6,4,0,4
40,45,50,788,90,24,80,40,60,36,60,20,40,0,2177,8318,1,0,16,60,1,0,6,3,60,6,3,0,4
40,53,100,124,30,2,60,60,40,38,40,60,40,100,7525,23537,2,0,12,60,1,1,30,2,60,15,7,6,12
60,36,50,660,60,15,60,20,60,81,60,40,60,50,4834,7858,7,0,14,60,2,1,9,3,40,1,0,0,0
60,26,100,342,60,2,60,20,60,57,60,20,20,100,2042,15346,6,10,14,60,2,1,6,2,60,3,2,1,2
40,34,50,1333,30,10,80,60,40,87,60,20,60,100,2220,18410,1,10,19,60,4,1,1,2,60,1,1,0,0
40,28,50,1144,30,10,20,80,60,74,60,20,40,100,1052,23384,1,0,22,80,2,0,1,5,60,1,0,0,0
40,38,100,1186,60,3,80,60,60,44,60,20,60,100,2821,2997,3,0,16,60,1,1,8,2,60,2,2,2,2
40,50,50,1464,60,2,80,40,60,62,60,100,60,100,19237,12853,2,10,11,60,4,1,29,2,40,8,1,7,7
40,37,50,124,60,3,60,80,40,35,60,40,40,0,4107,13848,3,0,15,60,1,0,8,3,40,4,3,0,1
40,40,50,300,30,26,60,60,60,74,60,40,20,100,8396,22217,1,0,14,60,2,1,8,3,40,7,7,7,5
40,26,100,921,60,1,20,20,40,66,40,20,60,50,2007,25265,1,0,13,60,3,2,5,5,60,5,3,1,3
40,46,50,430,60,1,80,80,60,40,60,100,80,50,19627,21445,9,0,17,60,4,2,23,0,60,2,2,2,2
40,54,50,1082,30,2,80,60,40,41,40,60,60,100,10686,8392,6,0,11,60,2,1,13,4,60,9,4,7,0
40,56,100,1240,60,9,60,20,40,63,60,20,60,100,2942,12154,2,0,19,60,2,1,18,4,60,5,4,0,3
40,36,50,796,60,12,100,80,40,51,40,60,80,0,8858,15669,0,0,11,60,2,0,15,2,40,14,8,7,8
40,55,0,444,60,2,20,60,60,40,40,80,20,0,16756,17323,7,0,15,60,2,0,31,3,80,9,7,6,2
40,43,50,415,30,25,60,60,60,79,40,60,80,50,10798,5268,5,0,13,60,3,1,18,5,60,1,0,0,0
60,20,100,769,30,9,60,80,40,54,60,20,80,0,2323,17205,1,10,14,60,2,0,2,3,60,2,2,0,2
60,21,50,1334,60,10,60,60,40,36,40,20,20,0,1416,17258,1,0,13,60,1,0,1,6,40,1,0,1,0
40,46,50,1003,60,8,80,80,40,74,40,40,20,50,4615,21029,8,10,23,80,1,3,19,2,60,16,13,1,7
60,51,50,1323,60,4,80,20,60,34,60,20,60,100,2461,10332,9,10,12,60,3,3,18,2,80,10,0,2,7
60,28,0,1366,60,24,40,40,60,72,40,60,20,0,8722,12355,1,0,12,60,1,0,10,2,40,10,7,1,9
40,26,50,192,60,1,40,20,60,59,40,20,20,100,3955,11141,1,0,16,60,1,2,6,2,60,5,3,1,3
40,30,50,1176,60,20,60,60,60,85,60,40,20,100,9957,9096,0,0,15,60,3,1,7,1,40,6,2,0,2
40,41,50,509,60,7,40,40,40,43,80,20,60,100,3376,18863,1,0,13,60,3,0,10,3,60,10,6,0,8
40,38,50,330,60,17,20,60,40,65,40,60,60,100,8823,24608,0,0,18,60,1,1,20,4,40,19,9,1,9
40,40,50,1492,60,20,80,20,60,61,60,60,80,100,10322,26542,4,0,20,80,4,1,14,6,60,11,10,11,1
40,27,0,1277,60,8,100,20,60,87,20,20,60,100,4621,5869,1,0,19,60,4,3,3,4,60,3,2,1,2
40,55,100,1091,60,2,20,80,60,65,60,60,40,100,10976,15813,3,0,18,60,2,1,23,4,60,3,2,1,2
40,28,50,857,60,10,60,60,40,59,60,40,60,0,3660,7909,3,0,13,60,4,0,10,4,80,8,7,1,7
60,44,50,1376,90,1,40,40,60,91,40,60,20,100,10482,2326,9,0,14,60,4,1,24,1,60,20,6,3,6
40,33,50,654,60,5,60,80,60,34,40,60,80,50,7119,21214,4,0,15,60,3,1,9,2,60,3,2,1,2
60,35,50,1204,30,4,60,80,60,86,60,60,20,0,9582,10333,0,10,22,80,1,0,9,2,60,8,7,4,7
60,33,100,827,60,29,80,20,40,54,40,40,60,0,4508,3129,1,0,22,80,2,0,14,4,60,13,7,3,8
40,28,50,895,60,15,40,20,60,50,60,20,60,50,2207,22482,1,0,16,60,4,1,4,5,40,4,2,2,2
40,34,100,618,60,3,20,20,60,45,60,40,80,0,7756,22266,0,0,17,60,3,0,7,1,40,6,2,0,4
40,37,50,309,30,10,80,80,40,88,40,40,80,50,6694,24223,2,10,14,60,3,3,8,5,60,1,0,0,0
60,25,50,1219,60,4,20,80,60,32,60,20,80,100,3691,4605,1,10,15,60,2,1,7,3,80,7,7,5,6
60,26,50,1330,60,21,60,20,60,37,60,20,60,50,2377,19373,1,0,20,80,3,1,1,0,40,1,1,0,0
60,33,50,1017,60,25,60,20,60,55,40,20,40,0,2313,2993,4,10,20,80,2,0,5,0,60,2,2,2,2
40,42,50,469,60,2,40,80,60,35,60,80,20,100,17665,14399,0,0,17,60,4,1,23,3,60,22,6,13,7
60,28,100,1009,60,1,60,20,60,45,40,20,40,50,2596,7160,1,0,15,60,1,2,1,2,60,1,0,0,0
60,50,100,959,30,1,80,80,60,81,60,40,60,0,4728,17251,3,10,14,60,4,0,5,4,60,0,0,0,0
40,33,100,970,30,7,60,80,40,30,60,40,40,100,4302,13401,0,0,17,60,3,1,4,3,60,3,2,0,2
40,34,0,697,60,3,80,60,60,40,40,20,80,100,2979,22478,3,0,17,60,4,3,6,2,60,0,0,0,0
40,48,0,1262,60,1,80,20,60,35,80,80,80,0,16885,16154,2,0,22,80,3,0,27,3,40,5,4,2,1
40,45,0,1050,30,9,80,40,40,65,40,40,60,100,5593,17970,1,0,13,60,4,1,15,2,60,15,10,4,12
40,52,50,994,60,7,80,40,60,87,60,60,40,0,10445,15322,7,0,19,60,4,0,18,4,60,8,6,4,0
40,38,50,770,30,10,80,60,60,73,40,60,60,50,8740,5569,0,10,14,60,2,2,9,2,60,8,7,2,7
40,29,50,1107,60,28,80,60,40,93,60,20,80,50,2514,26968,4,0,22,80,1,1,11,1,60,7,5,1,7
40,28,50,950,60,3,60,80,40,93,60,60,40,50,7655,8039,0,0,17,60,2,3,10,3,40,9,7,1,7
40,46,50,406,30,3,20,20,60,52,60,80,60,100,17465,15596,3,0,12,60,4,1,23,3,60,12,9,4,9
40,38,50,130,30,2,40,80,60,32,60,60,40,0,7351,20619,7,0,16,60,3,0,10,2,60,1,0,0,0
40,43,100,1082,60,27,60,60,40,83,60,60,20,100,10820,11535,8,0,11,60,3,1,18,1,60,8,7,0,1
60,39,100,203,60,2,60,20,60,84,60,80,80,50,12169,13547,7,0,11,60,4,3,21,4,60,18,7,11,5
40,40,50,1308,60,14,60,60,60,44,40,100,60,0,19626,17544,1,0,14,60,1,0,21,2,80,20,7,4,9
40,21,50,984,60,1,20,80,40,70,40,20,40,0,2070,25326,1,10,11,60,3,0,2,6,80,2,2,2,2
40,39,0,439,60,9,60,60,60,70,60,40,40,0,6782,8770,9,0,15,60,3,0,9,2,40,5,4,0,3
40,36,0,217,60,18,80,20,60,78,60,40,80,0,7779,23238,2,0,20,80,1,0,18,0,60,11,9,0,9
40,31,100,793,30,20,60,60,60,67,80,20,80,100,2791,21981,0,0,12,60,1,1,3,4,60,2,2,2,2
40,28,50,1451,60,2,20,20,60,67,40,20,40,100,3201,19911,0,0,17,60,1,0,6,2,20,5,3,0,4
40,35,100,1182,30,11,40,80,60,54,60,40,80,50,4968,18500,1,0,11,60,4,1,5,3,60,5,2,0,2
40,49,50,174,30,8,80,80,60,56,40,80,40,100,13120,11879,6,0,17,60,2,1,22,3,60,9,8,2,3
40,34,100,1003,60,2,40,80,60,95,60,40,60,0,4033,15834,2,0,11,60,4,0,5,3,40,3,2,0,2
40,29,100,490,60,10,60,80,40,61,60,20,40,50,3291,17940,0,0,14,60,4,2,8,2,40,7,5,1,1
40,42,50,188,60,29,60,40,60,56,20,40,80,0,4272,9558,4,0,19,60,1,0,16,3,60,1,0,0,0
40,29,50,718,60,8,20,40,60,79,40,40,80,100,5056,17689,1,10,15,60,3,1,10,2,40,10,7,1,2
40,38,50,433,90,1,60,60,60,37,80,20,60,100,2844,6004,1,0,13,60,4,1,7,2,80,7,6,5,0
40,28,100,773,60,6,60,60,60,39,40,20,60,50,2703,22088,1,10,14,60,4,1,3,2,60,3,1,0,2
60,18,0,247,60,8,20,60,60,80,60,20,60,0,1904,13556,1,0,12,60,4,0,0,0,60,0,0,0,0
60,33,50,603,30,9,80,20,40,77,60,40,20,0,8224,18385,0,10,17,60,1,0,6,3,60,5,2,0,3
40,41,50,167,60,12,80,40,60,46,60,20,80,100,4766,9051,3,10,11,60,1,1,6,4,60,1,0,0,0
60,31,100,874,60,15,60,60,60,72,60,20,60,100,2610,6233,1,0,12,60,3,1,2,5,40,2,2,2,2
40,37,50,367,60,25,40,60,40,52,40,40,80,50,5731,17171,7,0,13,60,3,2,9,2,60,6,2,1,3
40,27,50,199,60,6,60,80,60,55,40,20,60,100,2539,7950,1,0,13,60,3,1,4,0,60,4,2,2,2
40,34,50,1400,30,9,20,40,40,70,60,40,60,100,5714,5829,1,0,20,80,1,0,6,3,40,6,5,1,3
40,35,50,528,90,8,80,60,60,100,60,20,60,0,4323,7108,1,0,17,60,2,0,6,2,20,5,4,1,4
60,29,50,408,30,23,20,80,40,45,40,60,20,100,7336,11162,1,0,13,60,1,1,11,3,20,11,8,3,10
40,40,100,593,60,9,80,40,40,88,60,60,60,0,13499,13782,9,0,17,60,3,0,20,3,40,18,7,2,13
60,42,100,481,30,12,60,60,60,44,60,80,20,0,13758,2447,0,10,12,60,2,0,22,2,40,21,9,13,14
40,42,50,647,30,4,80,40,60,45,60,40,20,0,5155,2253,7,0,13,60,4,0,9,3,80,6,4,1,5
40,35,50,982,60,1,80,80,60,58,40,20,60,100,2258,16340,6,0,12,60,2,1,10,2,60,8,0,1,7
40,24,50,477,60,24,60,80,60,49,60,20,40,0,3597,6409,8,0,22,80,4,0,6,2,60,4,3,1,2
60,28,50,1485,60,12,20,60,40,79,60,20,80,100,2515,22955,1,10,11,60,4,0,1,4,40,1,1,0,0
40,26,50,1384,60,3,80,20,60,82,80,20,80,100,4420,13421,1,0,22,80,2,1,8,2,60,8,7,0,7
40,30,50,852,30,10,60,60,60,72,40,40,60,100,6578,2706,1,0,18,60,1,1,10,3,60,10,3,1,4
40,40,100,902,60,26,40,60,40,92,40,40,80,100,4422,21203,3,10,13,60,4,1,16,3,20,1,1,0,0
40,35,50,819,60,2,60,60,60,44,40,60,40,50,10274,19588,2,0,18,60,2,1,15,2,80,7,7,6,4
40,34,100,669,60,1,60,80,60,97,40,40,20,0,5343,25755,0,0,20,80,3,0,14,3,60,13,9,4,9
40,35,100,636,60,4,80,80,60,47,40,20,80,100,2376,26537,1,0,13,60,2,1,2,2,80,2,2,2,2
60,43,50,1372,30,9,60,20,40,85,20,40,60,0,5346,9489,8,0,13,60,2,0,7,2,40,4,3,1,3
40,32,0,862,30,2,20,60,40,76,60,20,20,50,2827,14947,1,0,12,60,3,3,1,3,60,1,0,0,0
40,56,50,718,60,4,80,80,40,92,60,100,20,50,19943,18575,4,0,13,60,4,1,28,2,60,5,2,4,2
40,29,50,1401,60,6,20,40,40,54,60,20,80,100,3131,26342,1,0,13,60,1,1,10,5,60,10,8,0,8
40,19,50,645,60,9,40,60,60,54,60,20,20,0,2552,7172,1,0,25,80,3,0,1,4,60,1,1,0,0
40,45,50,1457,60,7,60,20,40,83,60,20,60,100,4477,20100,4,10,19,60,3,1,7,2,40,3,2,0,2
40,37,50,977,60,1,60,80,40,56,40,40,80,100,6474,9961,1,0,13,60,2,1,14,2,40,14,8,3,11
40,20,50,805,60,3,60,20,60,87,40,20,60,0,3033,12828,1,0,12,60,1,0,2,2,40,2,2,1,2
60,44,50,1097,60,10,80,60,60,96,60,20,60,0,2936,10826,1,10,11,60,3,0,6,4,60,6,4,0,2
40,53,50,1223,60,7,40,80,40,50,60,100,60,50,18606,18640,3,0,18,60,2,1,26,6,60,7,7,4,7
40,29,50,942,60,15,20,40,40,69,20,20,80,100,2168,26933,0,10,18,60,1,1,6,2,40,5,4,1,3
60,22,100,1256,60,3,80,60,60,48,40,20,80,100,2853,4223,0,10,11,60,2,1,1,5,60,0,0,0,0
40,46,50,1402,30,2,60,60,40,69,60,80,20,100,17048,24097,8,0,23,80,1,0,28,2,60,26,15,15,9
40,44,0,111,60,17,60,80,60,74,20,20,60,0,2290,4279,2,0,13,60,4,0,6,3,60,0,0,0,0
40,33,50,147,90,2,60,40,60,99,60,20,60,100,3600,8429,1,0,13,60,4,1,5,2,60,5,4,1,4
60,41,0,906,60,5,40,20,60,95,40,20,20,50,2107,20293,6,0,17,60,1,1,5,2,20,1,0,0,0
40,30,50,1329,30,29,80,60,60,61,60,40,20,50,4115,13192,8,0,19,60,3,3,8,3,60,4,3,0,3
40,40,100,1184,30,2,80,40,60,62,60,40,40,100,4327,25440,5,0,12,60,4,3,5,2,60,0,0,0,0
40,50,100,1421,60,2,60,80,40,30,60,80,20,100,17856,9490,2,0,22,80,3,1,32,3,60,2,2,2,2
40,28,50,1179,60,19,80,80,60,78,40,20,20,100,3196,12449,1,0,12,60,3,3,6,2,60,6,5,3,3
40,46,50,1450,60,15,40,80,60,52,60,100,40,100,19081,10849,5,0,11,60,1,1,25,2,60,4,2,0,3
40,35,50,1361,30,17,80,60,60,94,60,40,20,100,8966,21026,3,10,15,60,4,3,15,2,60,7,7,1,7
60,24,50,984,60,17,40,80,40,97,60,20,40,100,2210,3372,1,0,13,60,1,1,1,3,20,1,0,0,0
40,33,100,1146,30,25,60,40,40,82,60,40,60,100,4539,4905,1,0,12,60,1,1,10,3,40,10,7,0,1
40,36,50,917,60,6,80,60,60,60,20,20,60,50,2741,6865,1,0,14,60,3,1,7,4,60,7,7,1,7
40,30,50,853,60,7,80,60,60,49,60,40,60,50,3491,11309,1,0,13,60,1,3,10,4,40,10,7,8,9
40,44,50,200,60,29,80,80,60,32,60,40,80,0,4541,7744,1,0,25,80,2,0,20,3,60,20,11,13,17
40,20,50,654,30,21,60,60,60,43,80,20,80,0,2678,5050,1,0,17,60,4,0,2,2,60,2,1,2,2
40,46,50,150,60,2,80,80,60,60,60,40,80,50,7379,17433,2,0,11,60,3,1,12,3,40,6,3,1,4
40,42,0,179,90,2,100,80,60,79,80,40,20,100,6272,12858,7,0,16,60,1,1,10,3,80,4,3,0,3
40,60,50,696,30,7,80,40,60,52,80,40,80,50,5220,10893,0,10,18,60,2,1,12,3,60,11,7,1,9
40,32,100,116,60,13,60,60,40,77,40,20,40,100,2743,7331,1,0,20,80,3,1,2,2,60,2,2,2,2
40,32,100,1316,60,2,40,80,40,38,60,40,60,0,4998,2338,4,10,14,60,4,0,10,2,60,8,7,0,7
40,36,50,363,60,1,60,60,40,77,20,60,20,50,10252,4235,2,10,21,80,3,1,17,2,60,7,7,7,7
40,33,50,117,60,9,60,20,60,60,60,20,80,100,2781,6311,0,0,13,60,2,1,15,5,60,14,10,4,10
40,40,50,107,30,10,60,40,40,84,40,40,40,50,6852,11591,7,0,12,60,2,1,7,2,80,5,1,1,3
40,25,50,1356,30,10,80,60,60,57,60,40,80,0,4950,20623,0,0,14,60,2,0,5,4,60,4,3,1,1
40,30,50,1465,60,1,60,80,60,63,60,20,40,100,3579,9369,0,10,21,80,1,1,12,2,60,11,9,5,7
40,42,100,458,60,26,100,20,40,60,60,60,20,100,13191,23281,3,10,17,60,3,0,20,6,60,1,0,0,0
40,35,0,1212,30,8,40,60,40,78,40,60,80,100,10377,13755,4,10,11,60,2,1,16,6,40,13,2,4,12
40,27,50,1103,60,14,60,20,60,42,60,20,20,100,2235,14377,1,10,14,60,4,2,9,3,40,9,7,6,8
40,54,100,966,60,1,80,80,40,53,60,60,60,50,10502,9659,7,0,17,60,1,1,33,2,20,5,4,1,4
40,44,50,1117,60,2,20,20,40,72,80,20,80,100,2011,19982,1,0,13,60,4,1,10,5,60,10,5,7,7
60,19,0,504,60,10,60,20,40,96,40,20,40,0,1859,6148,1,10,25,80,2,0,1,2,80,1,1,0,0
40,29,50,1010,60,1,60,20,40,97,60,20,80,50,3760,5598,1,0,15,60,1,3,3,5,60,3,2,1,2
40,54,50,685,60,3,60,80,60,85,60,80,80,100,17779,23474,3,0,14,60,1,0,36,2,60,10,9,0,9
40,31,50,1332,60,11,40,60,60,80,60,40,20,100,6833,17089,1,10,12,60,4,0,6,2,40,6,5,0,1
40,31,50,1062,60,24,60,60,40,96,40,40,20,0,6812,17198,1,0,19,60,2,0,10,2,60,10,9,1,8
40,59,50,326,30,3,60,60,40,48,40,40,80,0,5171,16490,5,0,17,60,4,0,13,2,60,6,1,0,5
40,43,50,920,60,3,60,60,60,96,20,100,80,100,19740,18625,3,0,14,60,2,1,25,2,60,8,7,0,7
40,49,50,1098,60,4,40,20,60,85,40,100,60,100,18711,12124,2,0,13,60,3,1,23,2,80,1,0,0,0
40,36,100,469,60,3,60,60,60,46,60,20,40,100,3692,9256,1,0,12,60,3,0,12,2,40,11,10,0,7
40,48,50,969,60,2,40,80,60,76,80,20,40,0,2559,16620,5,0,11,60,3,0,7,4,40,1,0,0,0
40,27,50,1167,60,4,40,20,60,76,60,20,60,50,2517,3208,1,0,11,60,2,3,5,2,60,5,3,0,3
40,29,50,1329,60,7,60,60,60,82,60,40,80,50,6623,4204,1,10,11,60,2,2,6,2,60,6,0,1,0
40,48,50,715,60,1,60,80,60,76,40,100,80,0,18265,8733,6,0,12,60,3,0,25,3,80,1,0,0,0
